id,src_legal,tgt_plain
11,"At oral argument, ST argued that it is clear that no renewal premium is due under ST’s premium plan because the document setting forth the premium plan, the 2005 Flow Plan, nowhere mentions renewal premiums being due after the MCL is reached.","At verbal argument, ST argued that it is clear that no renewal premium is due under ST’s premium plan because the document setting forth the premium plan, the 2005 Flow Plan, nowhere mentions renewal premiums being due after the maximum contaminant level is reached."
12,"Therefore, the government presented sufficient evidence for a jury to conclude that defendant pledged “all furniture, equipment, and fixtures” in each of the four properties listed, including the Restaurant, and that he falsely represented that no one else held any interest in the collateral.","Therefore, the government presented sufficient evidence for a jury to conclude that defendant pledged “all furniture, equipment, and fixtures” in each of the four properties listed, including the restaurant, and that he falsely represented that no one else held any interest in the security deposit."
13,"If the plaintiff succeeds in doing so, the burden of production shifts to the defendant ""to articulate some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct.","If the complainant succeeds in doing so, the burden of production shifts to the respondent ""to express some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct."
14,"However, because the Court had previously overruled those additional arguments during the September 7 hearing, and because the Court specifically narrowed Defendant's supplemental argument to the issue of § 6308, and because Defendant’s reply raises new issues insofar as neither its supplemental filing nor Plaintiff's response raised those issues, the Court rejects those argument out of hand.","However, because the Court had previously ruled against those additional arguments during the September 7 hearing and specifically narrowed Defendant's supplemental argument to the issue of § 6308, and because Defendant’s reply raises new issues insofar as neither its supplemental filing nor Plaintiff's response raised those issues, the Court rejects those argument without thought."
15,"The closest Williams comes to addressing the Baze standard is in a heading in the briefs outline that reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer needless, undue, and excruciating pain during execution.”","The closest Williams comes to addressing the Baze standard is in a heading in the briefs outline that reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer unnecessary, unlawful, and severe pain during execution.”"
16,"This is undisputed, but neither party provides any evidence as to what kind of hospital Plaintiffs would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the probable durations of their hospital stays.","This is unargued, but neither party provides any evidence as to what kind of hospital complainants would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the probable durations of their hospital stays."
17,"In sum, because Trader Joe’s has made no showing that the lack of an “All Natural” label would imply or suggest ascorbic acid inferiority in violation of the FDCA and FDA regulations, it has made no showing that plaintiffs’ Juice-related claims are preempted.","In sum, because Trader Joe’s has made no showing that the lack of an “All Natural” label would imply or suggest ascorbic acid inferiority in violation of the Federal Food, Drug and Cosmetic Act and Food & Drug Administration regulations, it has made no showing that plaintiffs’ Juice-related claims are preempted."
18,"To be sure, to win on her alienation of affections claim, Plaintiff must prove: (1) love and affection of the spouse for the plaintiff; (2) actual damages; and (3) overt acts, conduct, or enticement on the part of the defendant causing those affections to depart.","To be sure, to win on her alienation of affections claim, Plaintiff must prove: (1) love and affection of the spouse for the plaintiff; (2) actual damages; and (3) clear acts, conduct, or attraction on the part of the defendant causing those affections to depart."
19,"Even after the execution of the Contract, Starr and Carson each signed various purchase orders that indicated delivery to Jas-min’s address; Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels, at one point stating in an email to Trina on which JRC was copied that Jasmin would pay the invoices.","Even after the execution of the Contract, Starr and Carson each signed various purchase orders that indicated delivery to Jas-min’s address; Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels, at one point stating in an email to Trina on which JRC was copied that Jasmin would pay the invoices."
20,"In challenging the validity of Claims 1 and 9 of the ’681 Patent—both of which are independent claims—Nash cites Section 103 of the Patent Act, which forbids the issuance of a patent where “the differences between the claimed invention and the prior art are such that the claimed invention as a whole would have been obvious before the effective filing date of the claimed invention to a person having ordinary skill in the art to which the claimed invention pertains.” 35 U.S.C.",Section 103 of the Patent Act forbids the issuance of a patent where “the differences between the claimed invention and the prior art are such that the claimed invention as a whole would have been obvious before the effective filing date of the claimed invention to a person having ordinary skill in the art to which the claimed invention pertains.” 35 U.S.C. In challenging the validity of Claims 1 and 9 of the ’681 Patent—both of which are independent claims—Nash cites the Section 103 of the Patent Act.
21,"In doing so, the Board should be mindful that it “has a special obligation to read pro se filings liberally.” Robinson v. Shinseki, 557 F.3d 1355, 1358-59 (Fed.Cir.2009).","In doing so, the Board should be mindful that it has a special obligation to read the filings made by persons without the assistance of an attorney open-mindedly."
22,The failure to adhere to this procedural mandate renders the notice of pen-dency “defective and void from the beginning.”,Failure to comply with this procedural instruction causes the notice of pendency to become non valid from the time it was executed.
23,"The burden is on the moving party to show, through the pleadings, discovery and affidavits, “that there is no genuine dispute as to any material fdet and [that] the movant is .entitled to-judgment as a matter of law.” Fed.","The party who is making a request to the court must demonstrate that the pleadings, discovery and written statements show that there is no dispute over material facts and that they have the right to request to the court to render a judgment that the opposing party’s evidence is insufficient."
24,"The Court must therefore grant the defendants’ motion to dismiss if it answers three questions in the affirmative: (1) whether the defendants are, “provider[s] ... of an interactive computer service,” 47 U.S.C.","Therefore, the court must accept the request of the defendant to dismiss the case if it answers the following questions in the affirmative: (1) whether defendants are provider(s) … of an interactive computer service."
25,No unacceptable evals and nothing that really stands out in the weekly ... [training and HR pretty much agrees [sic] we don’t have a case: Perhaps Steve’s report will change in entirety based on 6th step info.,There are no acceptable evaluations and no significant matter in the weekly training. The human resources team stated that they do not have a case. Steve’s report may completely change depending on the 6th step information.
26,"In this group are four pro se parties (Dwight E. Nolt [# 226], Mark Powell [#208], Chris Pavlou [#119] and Paul R. Worsham [# 200]) and one “professional and generally unsuccessful objector,” see In re Royal Ahold N.V. Sec.","Merck argues that Illinois Human Rights Act, 775 ILCS 5/1-101 and the following articles restrict making the state whistleblower claim regulated under Federal Rules of Civil Peocedure 12(b)(1) and - 12(b)(6). This is why Merck requests the dismissal of this claim."
27,"In Fluorine’s view, Amtrak may condemn a property interest only “as a last resort” — “where it cannot practicably do otherwise” — and it urges the Court to engage in a searching, fact- specific review of Amtrak’s condemnation decision.","In Flourine’s view, Amtrak can only seize a propoerty interest if there are no other practicable solutions. Flourine requests the Court to search the facts regarding Amtrak’s seizure decision."
28,"There is no indication on the face of the April 1988 rating decision that the RO did not consider the evidence of record or the application of § 4.16(b), and the Court cannot conclude that it failed to do so on the basis of silence alone.",There is no indication in the April 1988 rating decision that the RO did not take into account the evidence in the records or the application of Article 4.16(b). The Court cannot make such conclusion because of the mere fact that RO stayed silent.
29,"Should-the Court find that such costs constitute an economic injury sufficient to confer standing, “a private plaintiff bringing a UCL claim automatically would have standing merely by filing suit.” Cordon v. Wachovia Mortg., a Div.","If the Court decides that such costs constitute a sufficient economic injury to decide that there is sufficient connection to be able to request remedy, any plaintiff bringing a UCL claim will automatically be entitled to be involved in the legal proceedings simply by bringing peoceedings."
30,"To the extent that Vivendi’s argument is that GAMCO should have unearthed information that would have led it to discount Vivendi’s misrepresentations, such arguments fails because contributory negligence is not a defense to securities fraud.","The Veterans Court declared that it is authorized to grant remedy by compelling a lower court to perform an act. However, it noted that this kind of remedy can only be granted for extraordinary circumstances as it is a drastic one."
31,"The privilege “recognizes that sound legal advice or advocacy serves public ends and that such advice or advocacy depends upon the lawyer’s being fully informed by the client.” Upjohn v. United States, 449 U.S. 383, 389, 101 S.Ct.","Vivendi’s argument is that GAMCO should have uncovered information that would enable it to disregard Vivendi’s misinterpretations. However, these arguments fail because the plaintiff’s failure to exercise reasonable care against their own injury is not a defense against securities fraud."
32,"The Veterans Court recognized its authority to grant relief by way of writ of mandamus, noting that such relief “is a drastic one, to be invoked only in extraordinary circumstances.” Veterans Opinion at 1 (citing Kerr v. U.S. Dist.","The legal principle protecting certain confidential commucations from disclosure without the client’s permission, accepts that sound legal advice or advocacy serves public purposes and such advice or advocacy depends upon the attorney being fully informed by the client."
33,"Plaintiffs respond by noting that, according to the Amended Complaint, the parties engaged in negotiations over an unexecuted draft Operating Agreement, which “contemplated that [the parties] would ‘jointly operate the proton therapy center.’” Pl.","Plaintiffs responded by stating that, according to the written revision of the original complaint filed previously, the parties have negotiated on an unsigned draft Operating Agreement, which stipulates that they will jointly operate the proton therapy center."
34,The only exception to this general rule — one that is not applicable here — is if the transferor court already decided an issue (based on its own interpretation of the law) and thus the “law of the case” governs that issue even in the transferee court.,"The only exception to this general rule is when the court is tranferring the case to another jurisdiction has already decided an issue based on its own interpretation of the law. In such case, even the tranferee court must base their decisions to that interpretation for that specific matter. However, this exception is not applicable here."
35,"In other words, a finding that pinniped predation is having a significant negative impact on the decline or recovery of protected salmonids does not mean that pinniped predation is jeopardizing those salmonids, as the term is used in the ESA context.","Within the scope of ESA, the mere fact that pinniped predation is having a significant negative impact on the decline or recovery of protected salmonids does not mean that pinniped predation is endangering those salmonids."
36,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","The court determined whether Capital-Source still has a right - collateral - in the cash proceeds securing the payment. While doing so, it decided that pursuant to Article 9-332, Capital Source lost such right in the funds after Debtor (Delco Oil) tranferred them to Marathon."
37,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The office dealing with the persons who have been convicted of a crime but are allowed to remain out of custody filed a petition to cancel the Defendant’s supervised release. The office claimed that the Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) expelled from the PRC for making threatening statements to a staff member."
38,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court’s analysis in this decision focuses only on the first step of the above investigation: determining whether the state legislation require or allow antitrust violation considering nothing else but only the state legislation."
39,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","The requests made to the court, responses, replies, supporting evidence, the argument of counsel, and the relevant jurisdictions’ law to be applied to the case were considered. Accordingly, the court will accept the request regarding the summary judgement and dismiss all of the Plaintiffs’ claims. The court will also dismiss all other requests for the reasons to follow."
40,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","The court is now seeing the case titled “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.”"
41,"Plaintiffs’ actions have (1) required defendant to file three additional motions, (2) unnecessarily prolonged this case, (3) required defendant to incur expenses it should not have incurred, and (4) wasted the time of both defendant and the Court.","Plaintiffs’ actions (1) required defendant to submit three additional motions (2) unnecessarily lengthened this case, (3) required defendant to spend more money than it should have, and (4) wasted the time of both defendant and the Court."
42,"During the interview, Defendant commented to Chief Koivunen that he had been using methamphetamine the previous week and made reference to “being up over a week.” Defendant also stated that he had been using methamphetamine on May 6 “all day.” (Gov’t Ex.","During the interview, Defendant commented to Chief Koivunen that he had been using methamphetamine the previous week. He said that he was “up over a week.” Defendant also stated that he had been using methamphetamine on May 6 “all day.”"
43,"In the two years following Mr. Dodson’s death, Mrs. Carroll did not seek Dependency and Indemnity Compensation (“DIC”) benefits, which are available to the “surviving spouse” of a veteran whose death resulted from a service-related injury or disease.","In the two years following Mr. Dodson’s death, Mrs. Carroll did not seek Dependency and Indemnity Compensation (“DIC”) benefits. DIC are allowances paid to the “surviving spouse” of a veteran whose death resulted from a service-related injury or disease."
44,"While Wendy's found that a jury demand constituted a waiver of a contractual jury waiver, the opinion contains essentially no reasoning and does not explicitly address the question of whether the jury demand in that case was ""proper” under Rule 38(d).","Wendy's found that a jury demand meant that a contractual jury waiver was given up. But, the opinion contains essentially no reasoning and does not explicitly say whether the jury demand in that case was ""proper”, as it should be according to Rule 38, sub-paragraph d of Federal Rules of Civil Procedure."
45,"The chapter 13 debtor, Gary D. Barbee (“Debtor”), instituted an adversary proceeding against U.S. Bank National Association as trustee for the Truman FHA Trust 2008-1, by and through its mortgage servicing agent BAC Home Loan Servicing (“Bank”) seeking to avoid the Bank’s interest in his manufactured home pursuant to 11 U.S.C.","The debtor under Chapter 13 of the Bankruptcy Code, Gary D. Barbee (“Debtor”), filed a complaint against U.S. Bank National Association as trustee for the Truman FHA Trust 2008-1, through its mortgage administrator BAC Home Loan Servicing (“Bank”). By this complaint, he wanted to avoid paying the Bank interest in his manufactured home pursuant to Title 11 of U.S. Code."
46,"Although Morgan Stanley had not yet moved for summary judgment on plaintiffs’ negligent misrepresentation claim, I ordered plaintiffs to show cause as to why their negligent misrepresentation claims against Morgan Stanley should not be dismissed in light-of my finding that Morgan Stanley made no actionable misstatement to plaintiffs.",Morgan Stanley had not yet requested that a summary judgment to be given on plaintiffs’ claims that Morgan Stanley made misleading statements due to negligence. But I ordered plaintiffs to show reasons for why their claims against Morgan Stanley should not be rejected in light-of my finding that Morgan Stanley made no misstatement to plaintiffs that can cause a legal action.
47,"The Audit Report also admitted only partial compliance with Standard 2100, regarding “a broader and more formalized approach in performing risk assessment procedures than is currently in practice at Chipotle,” and that IA believed Standard 2100’s “level of detail is not necessary or appropriate in the Chipotle environment.” (ECF No.","The Audit Report also admitted only partial compliance with Standard 2100, regarding “a broader and more formalized approach in performing risk assessment procedures than is currently in practice at Chipotle,” and that IA believed Standard 2100’s “level of detail is not necessary or appropriate in the Chipotle environment.”"
48,"According to God-frey, Ralph Thumma, Loretta Seneca, Michael Froio, and Andy Keller, all employees at HOPE, would have testified that Godfrey had no involvement in the sales process and that all sales were handled by Burris and Fischer, and that Burris conducted all hiring and training of'employees; See Docket # 336, at 6-10.","According to God-frey, Ralph Thumma, Loretta Seneca, Michael Froio, and Andy Keller, all employees at HOPE, would have said that Godfrey was not involved in the sales process, that all sales were handled by Burris and Fischer, and that Burris conducted all hiring and training of employees. (See Docket # 336, at 6-10)"
49,This court has jurisdiction to review a decision of the CAVC “with respect to the validity of a decision of the Court on a rule of law or of any statute or regulation ... or any interpretation thereof (other than a determination as to a factual matter) that was relied on by the [CAVC] in making the decision.” 38 U.S.C.,This court has the power to review a decision of the CAVC “with respect to the validity of a decision of the Court on a rule of law or of any statute or regulation ... or any interpretation thereof (but not with respect to determination of facts) that was relied on by the [CAVC] in making the decision.” 38 U.S.C.
50,"That one of the Board decisions the appellant was appealing was the June 2008 Board decision crystallized when he filed his pro se motion to recall mandate in February 2012, and later his informal brief, including arguments regarding the merits of the Substantive Appeal issue decided in the June 2008 Board decision.","One of the Board decisions the appellant was appealing was the June 2008 Board decision. This became clear when he filed his motion without a lawyer's assistance to recall the mendate in February 2012. Later he filed his informal brief, which included arguments on the merits of the Substantive Appeal issue decided in the June 2008 Board decision."
51,"In its papers in opposition to BDP’s motion for judgment, Deltech identifies the Stolt/BDP contract “whereby BDP contracted to perform freight-forwarding duties for Stolt” as the operative one, the breach as a failure to properly prepare the bill of lading, and asserts its position as a third-party beneficiary.","In its papers in opposition to BDP’s motion for judgment, Deltech says that BDP signed a contract to perform freight-forwarding duties for Stolt and identifies this Stolt/BDP contract as the operative one. Deltech also identified the violation as a failure to properly prepare the bill of lading, and states that it is a beneficiary outside of the contract."
52,Unclean hands “is a self-imposed ordinance that closes the doors of a court of equity to one tainted with inequitableness or bad faith relative to the matter in which he seeks relief’ and originates from “the equitable maxim that ‘he who comes into equity must come with clean hands.’ ” Precision Instrument Mfg.,"Unclean hands is a self-imposed principle that prevents someone involved in a matter from seeking relief in a court of equity if they have acted unfairly or in bad faith. This principle originates from the saying, ""he who comes into equity must come with clean hands."""
53,"First, in the Civil Remedy Notice filed with the State of Florida, Plaintiff alleged that the Defendant “has already been provided with sufficient information in order to warrant a tender of policy limits” and advised that she was “willing to accept the policy limits to settle the claim...” [DE 1-2 at 16].","First, in the Civil Remedy Notice filed with the State of Florida, Plaintiff alleged that the Defendant has already been provided with enough information to justify offering the maximum insurance coverage as a settlement. the Plaintiff also advised that she was willing to accept the policy limits to resolve the dispute. [DE 1-2 at 16]."
54,"Plaintiff Laura J. Ramos alleged that her employer, the Federal Bureau of Investigation (“FBI”), discriminated against her on the basis of her race (Count I), subjected her to a hostile work environment (Count II), and retaliated against her after she filed an administrative complaint (Count III).","Plaintiff Laura J. Ramos alleged that her employer, the Federal Bureau of Investigation (“FBI”), discriminated against her on the basis of her race (Count I), subjected her to a hostile work environment (Count II), and acted in retaliation against her after she complained about this before the administrative authorities (Count III)."
55,"For the reasons stated above, the Court WITHDRAWS its May 31, 2013, decision, DENIES Mrs. Tagupa’s motion for leave to submit supplemental evidence, SETS ASIDE the Board’s August 2, 2011, decision, and REMANDS the matter for VA to seek verification of service from the Department of the Army.","For the reasons stated above, the Court reverses its May 31, 2013, decision. The Court also rejects Mrs. Tagupa’s request to be permitted to submit additional evidence. It also revokes the Board’s August 2, 2011 decision, and send the matter back for VA to verify the service from the Department of the Army."
56,"It is clear, therefore, that upon receipt of a letter disputing the factual accuracy of information in a consumer’s file, Section 1681i imposes a duty on a CRA both to reinvestigate and to either delete the disputed information or disclose the current status of the disputed information to the person disputing the information.","It is clear, therefore, that upon receipt of a letter disputing the factual accuracy of information in a consumer’s file, Section 1681i imposes a duty on a CRA both to reinvestigate and to either delete the disputed information or disclose the current status of the disputed information to the person disputing the information."
57,"However, plaintiff chose not to pursue a “denial-of-benefits claim” under § 1132(a)(1)(B), presumably because of “the broad discretion that [defendant] enjoys in construing the terms of the Certificate, which in turn would necessitate a showing that its decision to deny [plaintiffj’s claim was arbitrary and capricious.”","However, plaintiff chose not to make a “denial-of-benefits claim” under Paragraph 1132(a)(1)(B). This is presumably because of the broad discretion that the defendant has in interpreting the terms of the Certificate. This discretion in turn would necessitate a showing that its decision to deny the plaintiff’s claim was arbitrary and careless."
58,"Where, as here, a prisoner “challeng[es] the very fact or duration of his physical imprisonment, and the relief he seeks is a determination that he is entitled to immediate release or a speedier release from that imprisonment, his sole federal remedy is a writ of habeas corpus.” Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.","Where, as here, a prisoner challenges the very fact or duration of his physical imprisonment, and he requests the determination that he should be released immediately or more speedily, his only federal solution is an order of bringing him before a court. (Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.)"
59,"It is an unfair labor practice for a labor organization to, among other things, “interfere with, restrain, or coerce any employee in the exercise by the employee of any right under” the chapter of the CSRA related to union and labor rights, or “to otherwise fail or refuse to comply with any provision of this chapter.” 5 U.S.C.","It is an unfair labor practice for a labor organization to, among other things, interfere with, restrain, or force any employee while exercising any right under the Civil Service Reform Act chapter on union and labor rights or to otherwise fail or refuse to comply with any provision of this chapter. (U.S. Code: Title 5)"
60,"The Court notes, however, that the clause authorizing the payment of attorney’s fees in Estate of Gaines is much broader than the clause contained in this case, which limits payment to “charges incurred in the administration of the Trust.” Restated Revocable Living Trust dated May 1, 2006, DN 27-6, p. 13.","The Court notes, however, that the clause giving authority to pay the attorney’s fees in Estate of Gaines is much broader than the clause in this case. The clause in this case limits the payment of attorney’s fees to “charges caused by the administration of the Trust.” Restated Revocable Living Trust dated May 1, 2006, DN 27-6, p. 13."
61,"Conversely, when the preponderance of the evidence weighs against the claim, “[the Board] necessarily has determined that the evidence is not ‘nearly equal’ or ‘too close to call,’ and the benefit of the doubt rule therefore has no application.” Ortiz v. Principi 274 F.3d 1361, 1365 (Fed.Cir.2001).","Conversely, when the majority of the evidence weighs against the claim, “[the Board] necessarily has determined that the evidence is not ‘nearly equal’ or ‘too close to call,’ and the benefit of the doubt rule therefore has no application.” Ortiz v. Principi 274 F.3d 1361, 1365 (Fed.Cir.2001)."
62,"Broad prophylactic prohibitions that fail to ‘respond precisely to the substantive problem which legitimately concerns’ the State cannot withstand intermediate scrutiny.” 838 F.3d at 73 (quoting Members of City Council of City of L.A. v. Taxpayers for Vincent, 466 U.S. 789, 810, 104 S.Ct.","Broad preventive bans that fail to ‘respond exactly to the substantive problem which lawfully concerns’ the State cannot resist intermediate examination.” 838 F.3d at 73 (quoting Members of City Council of City of L.A. v. Taxpayers for Vincent, 466 U.S. 789, 810, 104 S.Ct."
63,"The emphasized clause is referred to as the “residual clause,” and in Johnson 2015 the Supreme Court held that the residual clause “denies fair notice to defendants and invites arbitrary enforcement by judges,” and, therefore, violates the due process clause of the Constitution.","The underlined provision is referred to as the “disclosure-allowing provision” and in Johnson 2015 the Supreme Court decided that the provision “rejects reasonable warning to respondents and invites subjective application by judges,” and, therefore, violates the legal requirements provision of the Constitution."
64,"Sony attached the images with its message “User’s current photo downloads included the following: .... ” Without use of a filter like a hash value system, no one at Sony could have known about Susan_14’s photos unless someone actually had “use[d] human eyes” to review them.","Sony attached the images with its message ""User's current photo downloads included the following:..."" It is only possible that a natural person can know about Susan_214's photos with a use of a filter like hash value system."
65,"The court saw “no way for the government to obtain a meaningful share in an entireties property without forfeiting some part of the innocent spouse’s interest, as long as the spouses remain married to each other and do nothing to terminate the entireties estate.”","The court saw “no way for the government to obtain a meaningful share in a whole property without losing the right to have some part of the innocent spouse’s interest, as long as the spouses remain married to each other and do nothing to end the whole property.”"
66,"The bankruptcy court granted summary judgment in favor of NBI, holding that White was estopped from re-litigating whether he committed fraud against NBI, and on November 9, 2011, entered judgment in favor of NBI and against White in the amount of $378,486.17.","The bankruptcy court decided in favor of NBI without full a full trial on November 9, 2011. White can no longer sue NBI before the courts whether he committed fraud against NBI. White is sentenced to damages in the amount of $378,486.17."
67,"However, the DOC admits that it is unfamiliar with the billing practices of most Minnesota shops and reached this conclusion primarily based on representations from Reid, Rosar, Schmultz, and a few others affiliated with Minnesota’s auto-glass industry.","However, the DOC accepts that it is unfamiliar with the billing practices of most Minnesota shops. The DOC reached this conclusion from statements from Reid, Rosar, Schmultz, and a few others associated with Minnesota’s auto-glass industry."
68,"Accordingly, to be entitled to equitable tolling, Ms. Cheeo must have exercised due diligence between July 6, 2011 — the date of the Board decision — and October 6, 2011 — the date on which the Board decision was resent to her at her new address.","Accordingly, Ms. Cheeo could have been granted an extension of deadline to submit her claim if she had been careful enough to avoid liability between July 6, 2011 — the date of the Board decision — and October 6, 2011 — the date on which the Board decision was resent to her at her new address."
69,"Over the course of almost one year, [the Plaintiff] did receive[] $108,500.00, possibly from the $424,233.00 which is unaccounted for; however, it is unclear whether the $108,500.00 came from one of the Trust Enterprise accounts, Defendant Birch’s IOLTA account, or an unknown account.”","Over a year, the Plaintiff received $108,500.00 from the $424,233.00, which is missing. However, it is unclear whether the $108,500.00 came from one of the Trust Enterprise accounts, Defendant Birch’s IOLTA account, or an unknown account.”"
70,"The District Court found that the plaintiffs’ overtime claim was factually inadequate, on the ground that, “[t]he abundance of allegations notwithstanding,” the plaintiffs “failed to allege a single specific instance in which a named Plaintiff worked overtime and was not compensated for this time.” App.","The District Court found that the plaintiffs’ claim that they worked beyond normal working hours was inadequate based on facts. The reason is that despite numerous claims, the plaintiffs could not prove a specific instance where a named Plaintiff worked for more hours, for which he was not compensated."
71,"Haddad alleges that Midland Funding “is engaged in the business of a collection agency, using the mails and telephone to collect consumer debts originally owed to others,” is licensed as á collection agency by the State of Illinois, and’“regularly collects or attempts to collect defaulted consumer debts.” Doc.",Haddad alleges that Midland Funding is a collection agency licensed by the State of Illinois. It uses the mail and telephone to collect consumer debts originally owed to others. It seeks to collect the debt of consumers who failed to pay on time.
